,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
1047,Mercedes-Benz,AMG GT,2016 AMG GT Coupe,2016, 16/22 mpg,Coupe, 7-speed Automated Manual,Not Available, Gas,2,V8, Rear Wheel Drive, Premium unleaded (required), 4.0 L, 503 hp @ 6250 rpm, 479 ft-lbs. @ 1750 rpm,"$129,900 ",        Yes,        Yes,        Yes,42
1048,Mercedes-Benz,C-Class,2015 C-Class AMG C63 S,2015, 18/25 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.0 L, 503 hp @ 5500 rpm, 516 ft-lbs. @ 1750 rpm,"$71,900 ",        Yes,        Yes,        No,2
1049,Mercedes-Benz,C-Class,2016 C-Class AMG C63,2016, 18/25 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.0 L, 469 hp @ 5500 rpm, 479 ft-lbs. @ 1750 rpm,"$65,250 ",        Yes,        Yes,        No,2
1050,Mercedes-Benz,C-Class,2015 C-Class AMG C63,2015, 18/25 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V8, Rear Wheel Drive, Premium unleaded (required), 4.0 L, 469 hp @ 5500 rpm, 479 ft-lbs. @ 1750 rpm,"$63,900 ",        Yes,        Yes,        No,2
1051,Mercedes-Benz,B-Class Electric Drive,2016 B-Class Electric Drive Hatchback,2016, 85/82 mpg,Hatchback, 1-speed Direct Drive, 4 Yr./ 50000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available, 177 hp @ 0 rpm, 251 ft-lbs. @ 0 rpm,"$41,450 ",        Yes,        Yes,        Yes,12
1052,Mercedes-Benz,B-Class Electric Drive,2015 B-Class Electric Drive Hatchback,2015, 85/82 mpg,Hatchback, 1-speed Direct Drive, 4 Yr./ 50000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available, 177 hp @ 0 rpm, 251 ft-lbs. @ 0 rpm,"$41,450 ",        Yes,        Yes,        Yes,12
1053,Mercedes-Benz,B-Class Electric Drive,2014 B-Class Electric Drive Hatchback,2014, 85/83 mpg,Hatchback, 1-speed Direct Drive, 4 Yr./ 50000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$41,450 ",        Yes,        Yes,        Yes,12
1054,Mercedes-Benz,C-Class,2015 C-Class Coupe,2015, 22/31 mpg,Coupe, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Premium unleaded (required), 1.8 L, 201 hp @ 5500 rpm, 229 ft-lbs. @ 2000 rpm,"$39,400 ",        Yes,        Yes,        No,4
1055,Mercedes-Benz,C-Class,2014 C-Class Sedan,2014, 22/31 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Rear Wheel Drive, Premium unleaded (required), 1.8 L, 201 hp @ 5500 rpm, 229 ft-lbs. @ 2000 rpm,"$35,800 ",        Yes,        Yes,        No,0
1056,Mercedes-Benz,C-Class,2014 C-Class Coupe,2014, 22/31 mpg,Coupe, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Premium unleaded (required), 1.8 L, 201 hp @ 5500 rpm, 229 ft-lbs. @ 2000 rpm,"$38,200 ",        Yes,        Yes,        No,4
1057,Mercedes-Benz,CLS-Class,2016 CLS-Class AMG CLS63 S 4MATIC,2016, 16/22 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 577 hp @ 5500 rpm, 590 ft-lbs. @ 1750 rpm,"$107,800 ",        Yes,        Yes,        Yes,34
1058,Mercedes-Benz,CL-Class,2014 CL-Class Coupe,2014, 15/24 mpg,Coupe, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 4.7 L, 429 hp @ 5200 rpm, 516 ft-lbs. @ 1800 rpm,"$116,600 ",        Yes,        Yes,        Yes,10
1059,Mercedes-Benz,CLA-Class,2015 CLA-Class Sedan,2015, 26/38 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 208 hp @ 5500 rpm, 258 ft-lbs. @ 1250 rpm,"$31,500 ",        Yes,        Yes,        No,0
1060,Mercedes-Benz,CLA-Class,2014 CLA-Class Sedan,2014, 26/38 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 208 hp @ 5500 rpm, 258 ft-lbs. @ 1250 rpm,"$29,900 ",        Yes,        Yes,        No,0
1061,Mercedes-Benz,CLS-Class,2014 CLS-Class CLS63 AMG 4MATIC,2014, 16/22 mpg,Sedan, 7-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,4,V8, All Wheel Drive, Premium unleaded (required), 5.5 L, 550 hp @ 5250 rpm, 531 ft-lbs. @ 1750 rpm,"$99,500 ",        Yes,        Yes,        Yes,34
1062,Mercedes-Benz,CLA-Class,2015 CLA-Class CLA45 AMG,2015, 23/31 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 355 hp @ 6000 rpm, 332 ft-lbs. @ 2250 rpm,"$48,500 ",        Yes,        Yes,        No,0
1063,Mercedes-Benz,CLA-Class,2014 CLA-Class CLA45 AMG,2014, 23/31 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 355 hp @ 6000 rpm, 332 ft-lbs. @ 2250 rpm,"$47,450 ",        Yes,        Yes,        No,0
1064,MINI,Cooper,2015 Cooper Convertible,2015, 27/34 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 114 ft-lbs. @ 4250 rpm,"$25,700 ",        Yes,        Yes,        No,5
1065,MINI,Cooper,2014 Cooper Convertible,2014, 28/35 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 114 ft-lbs. @ 4250 rpm,"$25,150 ",        Yes,        Yes,        No,5
1066,MINI,Cooper Coupe,2014 Cooper Coupe Hatchback,2014, 29/37 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$21,450 ",        Yes,        Yes,        No,4
1067,MINI,Cooper Paceman,2016 Cooper Paceman Hatchback,2016, 27/32 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$23,550 ",        Yes,        Yes,        No,4
1068,MINI,Cooper Coupe,2015 Cooper Coupe Hatchback,2015, 29/37 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$22,000 ",        Yes,        Yes,        No,4
1069,MINI,Cooper Clubman,2014 Cooper Clubman John Cooper Works,2014, 26/35 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,"$32,300 ",        Yes,        Yes,        No,4
1070,MINI,Cooper,2016 Cooper John Cooper Works,2016, 23/31 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 228 hp @ 5200 rpm, 236 ft-lbs. @ 1250 rpm,Not Available,        Yes,        Yes,        No,29
1071,MINI,Cooper Clubman,2016 Cooper Clubman Hatchback,2016,Not Available,Hatchback,Not Available,Not Available, Gas,Not Available,Not Available, Rear Wheel Drive, Premium unleaded (required),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9
1072,MINI,Cooper Clubman,2014 Cooper Clubman Hatchback,2014, 28/35 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 114 ft-lbs. @ 4250 rpm,"$21,400 ",        Yes,        Yes,        No,4
1073,MINI,Cooper,2014 Cooper John Cooper Works,2014, 26/35 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,Not Available,        Yes,        Yes,        No,-1
1074,MINI,Cooper Countryman,2016 Cooper Countryman Wagon,2016, 27/34 mpg,Wagon, 6-speed Manual,Not Available, Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 114 ft-lbs. @ 4250 rpm,"$22,750 ",        Yes,        Yes,        No,1
1075,MINI,Cooper Countryman,2015 Cooper Countryman Wagon,2015, 27/34 mpg,Wagon, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 114 ft-lbs. @ 4250 rpm,"$22,750 ",        Yes,        Yes,        No,1
1076,MINI,Cooper,2015 Cooper John Cooper Works,2015, 23/31 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 2.0 L, 228 hp @ 5200 rpm, 236 ft-lbs. @ 1250 rpm,Not Available,        Yes,        Yes,        No,29
1077,MINI,Cooper Countryman,2014 Cooper Countryman Wagon,2014, 28/35 mpg,Wagon, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$22,100 ",        Yes,        Yes,        No,1
1078,MINI,Cooper Countryman,2016 Cooper Countryman John Cooper Works ALL4,2016, 25/31 mpg,Wagon, 6-speed Manual,Not Available, Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1900 rpm,"$35,350 ",        Yes,        Yes,        No,1
1079,MINI,Cooper Coupe,2014 Cooper Coupe John Cooper Works,2014, 26/35 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,"$31,350 ",        Yes,        Yes,        No,4
1080,MINI,Cooper Countryman,2015 Cooper Countryman John Cooper Works ALL4,2015, 25/31 mpg,Wagon, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1900 rpm,"$35,350 ",        Yes,        Yes,        No,1
1081,MINI,Cooper Countryman,2014 Cooper Countryman John Cooper Works ALL4,2014, 25/31 mpg,Wagon, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1900 rpm,"$34,950 ",        Yes,        Yes,        No,1
1082,MINI,Cooper Coupe,2015 Cooper Coupe John Cooper Works,2015, 26/35 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,"$31,900 ",        Yes,        Yes,        No,4
1083,MINI,Cooper Paceman,2014 Cooper Paceman Hatchback,2014, 28/35 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$23,300 ",        Yes,        Yes,        No,4
1084,MINI,Cooper Paceman,2015 Cooper Paceman Hatchback,2015, 27/34 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$23,550 ",        Yes,        Yes,        No,4
1085,MINI,Cooper Paceman,2016 Cooper Paceman John Cooper Works ALL4,2016, 25/31 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 207 ft-lbs. @ 1900 rpm,"$35,600 ",        Yes,        Yes,        No,4
1086,MINI,Cooper Paceman,2015 Cooper Paceman John Cooper Works ALL4,2015, 25/31 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 207 ft-lbs. @ 1900 rpm,"$35,600 ",        Yes,        Yes,        No,4
1087,MINI,Cooper Paceman,2014 Cooper Paceman John Cooper Works ALL4,2014, 25/31 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 4, All Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 207 ft-lbs. @ 1900 rpm,"$35,600 ",        Yes,        Yes,        No,4
1088,MINI,Cooper Roadster,2015 Cooper Roadster Convertible,2015, 27/34 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$26,100 ",        Yes,        Yes,        No,5
1089,MINI,Cooper Roadster,2014 Cooper Roadster John Cooper Works,2014, 26/35 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,"$35,700 ",        Yes,        Yes,        No,5
1090,MINI,Cooper Roadster,2015 Cooper Roadster John Cooper Works,2015, 26/35 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 208 hp @ 6000 rpm, 192 ft-lbs. @ 1750 rpm,"$36,250 ",        Yes,        Yes,        No,5
1091,MINI,Cooper Roadster,2014 Cooper Roadster Convertible,2014, 28/35 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 121 hp @ 6000 rpm, 118 ft-lbs. @ 4250 rpm,"$25,550 ",        Yes,        Yes,        No,5
1092,MINI,Cooper,2016 Cooper Hatchback,2016, 29/40 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 3, Front Wheel Drive, Premium unleaded (required), 1.5 L, 134 hp @ 4500 rpm, 162 ft-lbs. @ 1250 rpm,"$20,700 ",        Yes,        Yes,        No,4
1093,MINI,Cooper,2014 Cooper Hatchback,2014, 29/40 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 3, Front Wheel Drive, Premium unleaded (required), 1.5 L, 134 hp @ 4500 rpm, 162 ft-lbs. @ 1250 rpm,"$19,950 ",        Yes,        Yes,        No,4
1094,MINI,Cooper,2015 Cooper Hatchback,2015, 29/40 mpg,Hatchback, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Inline 3, Front Wheel Drive, Premium unleaded (required), 1.5 L, 134 hp @ 4500 rpm, 162 ft-lbs. @ 1250 rpm,"$20,700 ",        Yes,        Yes,        No,4
1095,Mitsubishi,Outlander,2016 Outlander SUV,2016, 25/31 mpg,SUV, Continuously Variable-speed Automatic,Not Available, Gas,7,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 166 hp @ 6000 rpm, 162 ft-lbs. @ 4200 rpm,"$22,995 ",        Yes,        No,        No,0
1096,Mitsubishi,Outlander,2014 Outlander SUV,2014, 25/31 mpg,SUV, Continuously Variable-speed Automatic, 5 Yr./ 60000 Mi., Gas,7,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 166 hp @ 6000 rpm, 162 ft-lbs. @ 4200 rpm,"$22,995 ",        No,        No,        No,0
1097,Mitsubishi,Outlander,2015 Outlander SUV,2015, 25/31 mpg,SUV, Continuously Variable-speed Automatic, 5 Yr./ 60000 Mi., Gas,7,Inline 4, Front Wheel Drive, Regular unleaded, 2.4 L, 166 hp @ 6000 rpm, 162 ft-lbs. @ 4200 rpm,"$23,195 ",        Yes,        No,        No,0
1098,Mitsubishi,Outlander Sport,2015 Outlander Sport SUV,2015, 24/30 mpg,SUV, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4200 rpm,"$19,595 ",        Yes,        No,        No,0
1099,Mitsubishi,Outlander Sport,2014 Outlander Sport SUV,2014, 24/30 mpg,SUV, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4200 rpm,"$19,470 ",        Yes,        No,        No,0
1100,Mitsubishi,Lancer Sportback,2014 Lancer Sportback Hatchback,2014, 24/32 mpg,Hatchback, Continuously Variable-speed Automatic, 5 Yr./ 60000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4200 rpm,"$18,595 ",        No,        No,        No,4
1101,Mitsubishi,Mirage,2015 Mirage Hatchback,2015, 34/42 mpg,Hatchback, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 3, Front Wheel Drive, Regular unleaded, 1.2 L, 74 hp @ 6000 rpm, 74 ft-lbs. @ 4000 rpm,"$12,995 ",        No,        No,        No,4
1102,Mitsubishi,i-MiEV,2014 i-MiEV Hatchback,2014, 126/99 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,4,Not Available, Rear Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$22,995 ",        No,        Yes,        No,12
1103,Mitsubishi,i-MiEV,2016 i-MiEV Hatchback,2016, 126/99 mpg,Hatchback, 1-speed Direct Drive,Not Available, Electric,4,Not Available, Rear Wheel Drive,Not Available,Not Available, 66 hp @ 3000 rpm, 145 ft-lbs. @ 0 rpm,"$22,995 ",        No,        Yes,        No,12
1104,Mitsubishi,Mirage,2014 Mirage Hatchback,2014, 34/42 mpg,Hatchback, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 3, Front Wheel Drive, Regular unleaded, 1.2 L, 74 hp @ 6000 rpm, 74 ft-lbs. @ 4000 rpm,"$12,995 ",        No,        No,        No,4
1105,Mitsubishi,Lancer,2014 Lancer Sedan,2014, 25/34 mpg,Sedan, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4250 rpm,"$17,195 ",        No,        No,        No,0
1106,Mitsubishi,Lancer,2016 Lancer Sedan,2016, 24/34 mpg,Sedan, 5-speed Manual,Not Available, Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4200 rpm,"$17,595 ",        Yes,        No,        No,0
1107,Mitsubishi,Lancer,2015 Lancer Sedan,2015, 25/34 mpg,Sedan, 5-speed Manual, 5 Yr./ 60000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 148 hp @ 6000 rpm, 145 ft-lbs. @ 4250 rpm,"$17,395 ",        No,        No,        No,0
1108,Mitsubishi,Lancer Evolution,2015 Lancer Evolution Sedan,2015, 17/23 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 291 hp @ 6500 rpm, 300 ft-lbs. @ 4000 rpm,"$34,495 ",        Yes,        Yes,        No,0
1109,Mitsubishi,Lancer Evolution,2014 Lancer Evolution Sedan,2014, 17/23 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, All Wheel Drive, Premium unleaded (required), 2.0 L, 291 hp @ 6500 rpm, 300 ft-lbs. @ 4000 rpm,"$34,995 ",        Yes,        Yes,        No,0
1110,Nissan,Versa Note,2015 Versa Note Hatchback,2015, 27/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$14,180 ",        Yes,        No,        No,4
1111,Nissan,Versa Note,2016 Versa Note Hatchback,2016, 27/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$14,180 ",        Yes,        No,        No,4
1112,Nissan,Titan,2016 Titan Extended Cab,2016,Not Available,Truck, 6-speed Shiftable Automatic,Not Available, Gas,6,V6, Rear Wheel Drive, Regular unleaded, 3.5 L,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-1
1113,Nissan,Xterra,2015 Xterra SUV,2015, 16/22 mpg,SUV, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$23,660 ",        Yes,        No,        No,2
1114,Nissan,Titan,2015 Titan King Cab,2015, 13/18 mpg,Truck, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,6,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$29,640 ",        No,        No,        No,18
1115,Nissan,Titan,2014 Titan King Cab,2014, 13/18 mpg,Truck, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,6,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$29,360 ",        No,        No,        No,18
1116,Nissan,Xterra,2014 Xterra SUV,2014, 16/22 mpg,SUV, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$23,390 ",        Yes,        No,        No,2
1117,Nissan,Versa,2016 Versa Sedan,2016, 27/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$11,990 ",        Yes,        No,        No,0
1118,Nissan,Versa,2015 Versa Sedan,2015, 27/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$11,990 ",        Yes,        No,        No,0
1119,Nissan,Versa,2014 Versa Sedan,2014, 27/36 mpg,Sedan, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$11,990 ",        No,        No,        No,0
1120,Nissan,Versa Note,2014 Versa Note Hatchback,2014, 27/36 mpg,Hatchback, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.6 L, 109 hp @ 6000 rpm, 107 ft-lbs. @ 4400 rpm,"$13,990 ",        No,        No,        No,4
1121,Nissan,Titan,2015 Titan Crew Cab,2015, 13/18 mpg,Truck, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,6,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$32,060 ",        No,        No,        No,18
1122,Nissan,Titan,2014 Titan Crew Cab,2014, 13/18 mpg,Truck, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,6,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$31,910 ",        No,        No,        No,18
1123,Nissan,Pathfinder,2015 Pathfinder SUV,2015, 20/27 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6400 rpm, 240 ft-lbs. @ 4400 rpm,"$29,510 ",        No,        No,        No,2
1124,Nissan,Pathfinder,2014 Pathfinder SUV,2014, 20/26 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6400 rpm, 240 ft-lbs. @ 4400 rpm,"$29,210 ",        No,        No,        No,2
1125,Nissan,Sentra,2015 Sentra Sedan,2015, 27/36 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 130 hp @ 6000 rpm, 128 ft-lbs. @ 3600 rpm,"$16,530 ",        Yes,        No,        No,0
1126,Nissan,Quest,2015 Quest Minivan,2015, 20/27 mpg,Minivan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6000 rpm, 240 ft-lbs. @ 4400 rpm,"$26,530 ",        No,        No,        No,24
1127,Nissan,Quest,2014 Quest Minivan,2014, 19/25 mpg,Minivan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,7,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6000 rpm, 240 ft-lbs. @ 4400 rpm,"$26,220 ",        No,        No,        No,24
1128,Nissan,NV Passenger,2016 NV Passenger Van,2016,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,12,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$32,810 ",        No,        No,        No,20
1129,Nissan,Rogue,2016 Rogue SUV,2016, 26/33 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 170 hp @ 6000 rpm, 175 ft-lbs. @ 4400 rpm,"$23,240 ",        Yes,        No,        No,0
